Cer_AP,[M+HCO2]-,[M-H]-,[FA+NC(C)CO-H]-,[FA+O-H]-,[FA-CO-3H]-,[Sph-NC(CO)CO-H]-
Cer_AP(t20:2/19:4)+HCO2,674.50015,628.49465,360.25385,305.21275,259.20725,249.22185
Cer_AP(t20:2/20:0)+HCO2,696.57835,650.57285,382.33215,327.29105,281.28555,249.22185
Cer_AP(t20:2/20:1)+HCO2,694.56275,648.55725,380.31645,325.27535,279.26985,249.22185
Cer_AP(t20:2/20:2)+HCO2,692.54705,646.54165,378.30085,323.25975,277.25425,249.22185
Cer_AP(t20:2/20:3)+HCO2,690.53145,644.52595,376.28515,321.24405,275.23855,249.22185
Cer_AP(t20:2/20:4)+HCO2,688.51585,642.51035,374.26955,319.22845,273.22295,249.22185
Cer_AP(t20:2/21:0)+HCO2,710.59405,664.58855,396.34775,341.30665,295.30115,249.22185
Cer_AP(t20:2/21:1)+HCO2,708.57835,662.57285,394.33215,339.29105,293.28555,249.22185
Cer_AP(t20:2/21:2)+HCO2,706.56275,660.55725,392.31645,337.27535,291.26985,249.22185
Cer_AP(t20:2/21:3)+HCO2,704.54705,658.54165,390.30085,335.25975,289.25425,249.22185
Cer_AP(t20:2/21:4)+HCO2,702.53145,656.52595,388.28515,333.24405,287.23855,249.22185
Cer_AP(t20:2/22:0)+HCO2,724.60965,678.60415,410.36345,355.32235,309.31685,249.22185
Cer_AP(t20:2/22:1)+HCO2,722.59405,676.58855,408.34775,353.30665,307.30115,249.22185
Cer_AP(t20:2/22:2)+HCO2,720.57835,674.57285,406.33215,351.29105,305.28555,249.22185
Cer_AP(t20:2/22:3)+HCO2,718.56275,672.55725,404.31645,349.27535,303.26985,249.22185
Cer_AP(t20:2/22:4)+HCO2,716.54705,670.54165,402.30085,347.25975,301.25425,249.22185
Cer_AP(t20:2/23:0)+HCO2,738.62535,692.61985,424.37905,369.33795,323.33245,249.22185
Cer_AP(t20:2/23:1)+HCO2,736.60965,690.60415,422.36345,367.32235,321.31685,249.22185
Cer_AP(t20:2/23:2)+HCO2,734.59405,688.58855,420.34775,365.30665,319.30115,249.22185
Cer_AP(t20:2/23:3)+HCO2,732.57835,686.57285,418.33215,363.29105,317.28555,249.22185
Cer_AP(t20:2/23:4)+HCO2,730.56275,684.55725,416.31645,361.27535,315.26985,249.22185
Cer_AP(t20:2/24:0)+HCO2,752.64095,706.63545,438.39475,383.35365,337.34815,249.22185
Cer_AP(t20:2/24:1)+HCO2,750.62535,704.61985,436.37905,381.33795,335.33245,249.22185
Cer_AP(t20:2/24:2)+HCO2,748.60965,702.60415,434.36345,379.32235,333.31685,249.22185
Cer_AP(t20:2/24:3)+HCO2,746.59405,700.58855,432.34775,377.30665,331.30115,249.22185
Cer_AP(t20:2/24:4)+HCO2,744.57835,698.57285,430.33215,375.29105,329.28555,249.22185
Cer_AP(t20:2/25:0)+HCO2,766.65665,720.65115,452.41045,397.36925,351.36385,249.22185
Cer_AP(t20:2/25:1)+HCO2,764.64095,718.63545,450.39475,395.35365,349.34815,249.22185
Cer_AP(t20:2/25:2)+HCO2,762.62535,716.61985,448.37905,393.33795,347.33245,249.22185
Cer_AP(t20:2/25:3)+HCO2,760.60965,714.60415,446.36345,391.32235,345.31685,249.22185
Cer_AP(t20:2/25:4)+HCO2,758.59405,712.58855,444.34775,389.30665,343.30115,249.22185
Cer_AP(t20:2/26:0)+HCO2,780.67235,734.66685,466.42605,411.38495,365.37945,249.22185
Cer_AP(t20:2/26:1)+HCO2,778.65665,732.65115,464.41045,409.36925,363.36385,249.22185
Cer_AP(t20:2/26:2)+HCO2,776.64095,730.63545,462.39475,407.35365,361.34815,249.22185
Cer_AP(t20:2/26:3)+HCO2,774.62535,728.61985,460.37905,405.33795,359.33245,249.22185
Cer_AP(t20:2/26:4)+HCO2,772.60965,726.60415,458.36345,403.32235,357.31685,249.22185
Cer_AP(t20:2/27:0)+HCO2,794.68795,748.68245,480.44165,425.40055,379.39505,249.22185
Cer_AP(t20:2/27:1)+HCO2,792.67235,746.66685,478.42605,423.38495,377.37945,249.22185
Cer_AP(t20:2/27:2)+HCO2,790.65665,744.65115,476.41045,421.36925,375.36385,249.22185
Cer_AP(t20:2/27:3)+HCO2,788.64095,742.63545,474.39475,419.35365,373.34815,249.22185
Cer_AP(t20:2/27:4)+HCO2,786.62535,740.61985,472.37905,417.33795,371.33245,249.22185
Cer_AP(t20:2/28:0)+HCO2,808.70355,762.69815,494.45735,439.41625,393.41075,249.22185
Cer_AP(t20:2/28:1)+HCO2,806.68795,760.68245,492.44165,437.40055,391.39505,249.22185
Cer_AP(t20:2/28:2)+HCO2,804.67235,758.66685,490.42605,435.38495,389.37945,249.22185
Cer_AP(t20:2/28:3)+HCO2,802.65665,756.65115,488.41045,433.36925,387.36385,249.22185
Cer_AP(t20:2/28:4)+HCO2,800.64095,754.63545,486.39475,431.35365,385.34815,249.22185
Cer_AP(t20:2/29:0)+HCO2,822.71925,776.71375,508.47295,453.43185,407.42635,249.22185
Cer_AP(t20:2/29:1)+HCO2,820.70355,774.69815,506.45735,451.41625,405.41075,249.22185
Cer_AP(t20:2/29:2)+HCO2,818.68795,772.68245,504.44165,449.40055,403.39505,249.22185
Cer_AP(t20:2/29:3)+HCO2,816.67235,770.66685,502.42605,447.38495,401.37945,249.22185
Cer_AP(t20:2/29:4)+HCO2,814.65665,768.65115,500.41045,445.36925,399.36385,249.22185
Cer_AP(t20:2/30:0)+HCO2,836.73485,790.72945,522.48865,467.44755,421.44205,249.22185
Cer_AP(t20:2/30:1)+HCO2,834.71925,788.71375,520.47295,465.43185,419.42635,249.22185
Cer_AP(t20:2/30:2)+HCO2,832.70355,786.69815,518.45735,463.41625,417.41075,249.22185
Cer_AP(t20:2/30:3)+HCO2,830.68795,784.68245,516.44175,461.40055,415.39505,249.22185
Cer_AP(t20:2/30:4)+HCO2,828.67235,782.66685,514.42605,459.38495,413.37945,249.22185
Cer_AP(t20:2/31:0)+HCO2,850.75055,804.74505,536.50425,481.46315,435.45775,249.22185
Cer_AP(t20:2/31:1)+HCO2,848.73485,802.72945,534.48865,479.44755,433.44205,249.22185
Cer_AP(t20:2/31:2)+HCO2,846.71925,800.71375,532.47295,477.43185,431.42635,249.22185
Cer_AP(t20:2/31:3)+HCO2,844.70355,798.69815,530.45735,475.41625,429.41075,249.22185
Cer_AP(t20:2/31:4)+HCO2,842.68795,796.68245,528.44175,473.40055,427.39505,249.22185
Cer_AP(t20:2/32:0)+HCO2,864.76615,818.76065,550.51995,495.47885,449.47335,249.22185
Cer_AP(t20:2/32:1)+HCO2,862.75055,816.74505,548.50425,493.46315,447.45775,249.22185
Cer_AP(t20:2/32:2)+HCO2,860.73485,814.72945,546.48865,491.44755,445.44205,249.22185
Cer_AP(t20:2/32:3)+HCO2,858.71925,812.71375,544.47295,489.43185,443.42635,249.22185
Cer_AP(t20:2/32:4)+HCO2,856.70355,810.69815,542.45735,487.41625,441.41075,249.22185
Cer_AP(t20:2/33:0)+HCO2,878.78185,832.77635,564.53555,509.49445,463.48895,249.22185
Cer_AP(t20:2/33:1)+HCO2,876.76615,830.76065,562.51995,507.47885,461.47335,249.22185
Cer_AP(t20:2/33:2)+HCO2,874.75055,828.74505,560.50425,505.46315,459.45775,249.22185
Cer_AP(t20:2/33:3)+HCO2,872.73485,826.72945,558.48865,503.44755,457.44205,249.22185
Cer_AP(t20:2/33:4)+HCO2,870.71925,824.71375,556.47295,501.43185,455.42635,249.22185
Cer_AP(t20:2/34:0)+HCO2,892.79745,846.79195,578.55125,523.51015,477.50465,249.22185
Cer_AP(t20:2/34:1)+HCO2,890.78185,844.77635,576.53555,521.49455,475.48895,249.22185
Cer_AP(t20:2/34:2)+HCO2,888.76615,842.76065,574.51995,519.47885,473.47335,249.22185
Cer_AP(t20:2/34:3)+HCO2,886.75055,840.74505,572.50425,517.46315,471.45775,249.22185
Cer_AP(t20:2/34:4)+HCO2,884.73485,838.72945,570.48865,515.44755,469.44205,249.22185
Cer_AP(t20:2/35:0)+HCO2,906.81315,860.80765,592.56685,537.52575,491.52025,249.22185
Cer_AP(t20:2/35:1)+HCO2,904.79745,858.79195,590.55125,535.51015,489.50465,249.22185
Cer_AP(t20:2/35:2)+HCO2,902.78185,856.77635,588.53555,533.49455,487.48895,249.22185
Cer_AP(t20:2/35:3)+HCO2,900.76615,854.76065,586.51995,531.47885,485.47335,249.22185
Cer_AP(t20:2/35:4)+HCO2,898.75055,852.74505,584.50425,529.46315,483.45775,249.22185
Cer_AP(t20:2/36:0)+HCO2,920.82875,874.82335,606.58255,551.54145,505.53595,249.22185
Cer_AP(t20:2/36:1)+HCO2,918.81315,872.80765,604.56685,549.52575,503.52025,249.22185
Cer_AP(t20:2/36:2)+HCO2,916.79745,870.79195,602.55125,547.51015,501.50465,249.22185
Cer_AP(t20:2/36:3)+HCO2,914.78185,868.77635,600.53555,545.49455,499.48895,249.22185
Cer_AP(t20:2/36:4)+HCO2,912.76615,866.76065,598.51995,543.47885,497.47335,249.22185
Cer_AP(t21:2/14:0)+HCO2,626.50015,580.49465,298.23825,243.19715,197.19165,263.23745
Cer_AP(t21:2/14:1)+HCO2,624.48445,578.47905,296.22255,241.18145,195.17595,263.23745
Cer_AP(t21:2/14:2)+HCO2,622.46885,576.46335,294.20695,239.16585,193.16035,263.23745
Cer_AP(t21:2/14:3)+HCO2,620.45315,574.44765,292.19125,237.15015,191.14465,263.23745
Cer_AP(t21:2/15:0)+HCO2,640.51585,594.51035,312.25385,257.21275,211.20725,263.23745
Cer_AP(t21:2/15:1)+HCO2,638.50015,592.49465,310.23825,255.19715,209.19165,263.23745
Cer_AP(t21:2/15:2)+HCO2,636.48445,590.47905,308.22255,253.18145,207.17595,263.23745
Cer_AP(t21:2/15:3)+HCO2,634.46885,588.46335,306.20695,251.16585,205.16035,263.23745
Cer_AP(t21:2/16:0)+HCO2,654.53145,608.52595,326.26955,271.22845,225.22295,263.23745
Cer_AP(t21:2/16:1)+HCO2,652.51585,606.51035,324.25385,269.21275,223.20725,263.23745
Cer_AP(t21:2/16:2)+HCO2,650.50015,604.49465,322.23825,267.19715,221.19165,263.23745
Cer_AP(t21:2/16:3)+HCO2,648.48445,602.47905,320.22255,265.18145,219.17595,263.23745
Cer_AP(t21:2/16:4)+HCO2,646.46885,600.46335,318.20695,263.16585,217.16035,263.23745
Cer_AP(t21:2/17:0)+HCO2,668.54705,622.54165,340.28515,285.24405,239.23855,263.23745
Cer_AP(t21:2/17:1)+HCO2,666.53145,620.52595,338.26955,283.22845,237.22295,263.23745
Cer_AP(t21:2/17:2)+HCO2,664.51585,618.51035,336.25385,281.21275,235.20725,263.23745
Cer_AP(t21:2/17:3)+HCO2,662.50015,616.49465,334.23825,279.19715,233.19165,263.23745
Cer_AP(t21:2/18:0)+HCO2,682.56275,636.55725,354.30085,299.25975,253.25425,263.23745
Cer_AP(t21:2/18:1)+HCO2,680.54705,634.54165,352.28515,297.24405,251.23855,263.23745
Cer_AP(t21:2/18:2)+HCO2,678.53145,632.52595,350.26955,295.22845,249.22295,263.23745
Cer_AP(t21:2/18:3)+HCO2,676.51585,630.51035,348.25385,293.21275,247.20725,263.23745
Cer_AP(t21:2/18:4)+HCO2,674.50015,628.49465,346.23825,291.19715,245.19165,263.23745
Cer_AP(t21:2/19:0)+HCO2,696.57835,650.57285,368.31645,313.27535,267.26985,263.23745
Cer_AP(t21:2/19:1)+HCO2,694.56275,648.55725,366.30085,311.25975,265.25425,263.23745
Cer_AP(t21:2/19:2)+HCO2,692.54705,646.54165,364.28515,309.24405,263.23855,263.23745
Cer_AP(t21:2/19:3)+HCO2,690.53145,644.52595,362.26955,307.22845,261.22295,263.23745
Cer_AP(t21:2/19:4)+HCO2,688.51585,642.51035,360.25385,305.21275,259.20725,263.23745
Cer_AP(t21:2/20:0)+HCO2,710.59405,664.58855,382.33215,327.29105,281.28555,263.23745
Cer_AP(t21:2/20:1)+HCO2,708.57835,662.57285,380.31645,325.27535,279.26985,263.23745
Cer_AP(t21:2/20:2)+HCO2,706.56275,660.55725,378.30085,323.25975,277.25425,263.23745
Cer_AP(t21:2/20:3)+HCO2,704.54705,658.54165,376.28515,321.24405,275.23855,263.23745
Cer_AP(t21:2/20:4)+HCO2,702.53145,656.52595,374.26955,319.22845,273.22295,263.23745
Cer_AP(t21:2/21:0)+HCO2,724.60965,678.60415,396.34775,341.30665,295.30115,263.23745
Cer_AP(t21:2/21:1)+HCO2,722.59405,676.58855,394.33215,339.29105,293.28555,263.23745
Cer_AP(t21:2/21:2)+HCO2,720.57835,674.57285,392.31645,337.27535,291.26985,263.23745
Cer_AP(t21:2/21:3)+HCO2,718.56275,672.55725,390.30085,335.25975,289.25425,263.23745
Cer_AP(t21:2/21:4)+HCO2,716.54705,670.54165,388.28515,333.24405,287.23855,263.23745
Cer_AP(t21:2/22:0)+HCO2,738.62535,692.61985,410.36345,355.32235,309.31685,263.23745
Cer_AP(t21:2/22:1)+HCO2,736.60965,690.60415,408.34775,353.30665,307.30115,263.23745
Cer_AP(t21:2/22:2)+HCO2,734.59405,688.58855,406.33215,351.29105,305.28555,263.23745
Cer_AP(t21:2/22:3)+HCO2,732.57835,686.57285,404.31645,349.27535,303.26985,263.23745
Cer_AP(t21:2/22:4)+HCO2,730.56275,684.55725,402.30085,347.25975,301.25425,263.23745
Cer_AP(t21:2/23:0)+HCO2,752.64095,706.63545,424.37905,369.33795,323.33245,263.23745
Cer_AP(t21:2/23:1)+HCO2,750.62535,704.61985,422.36345,367.32235,321.31685,263.23745
Cer_AP(t21:2/23:2)+HCO2,748.60965,702.60415,420.34775,365.30665,319.30115,263.23745
Cer_AP(t21:2/23:3)+HCO2,746.59405,700.58855,418.33215,363.29105,317.28555,263.23745
Cer_AP(t21:2/23:4)+HCO2,744.57835,698.57285,416.31645,361.27535,315.26985,263.23745
Cer_AP(t21:2/24:0)+HCO2,766.65665,720.65115,438.39475,383.35365,337.34815,263.23745
Cer_AP(t21:2/24:1)+HCO2,764.64095,718.63545,436.37905,381.33795,335.33245,263.23745
Cer_AP(t21:2/24:2)+HCO2,762.62535,716.61985,434.36345,379.32235,333.31685,263.23745
Cer_AP(t21:2/24:3)+HCO2,760.60965,714.60415,432.34775,377.30665,331.30115,263.23745
Cer_AP(t21:2/24:4)+HCO2,758.59405,712.58855,430.33215,375.29105,329.28555,263.23745
Cer_AP(t21:2/25:0)+HCO2,780.67235,734.66685,452.41045,397.36925,351.36385,263.23745
Cer_AP(t21:2/25:1)+HCO2,778.65665,732.65115,450.39475,395.35365,349.34815,263.23745
Cer_AP(t21:2/25:2)+HCO2,776.64095,730.63545,448.37905,393.33795,347.33245,263.23745
Cer_AP(t21:2/25:3)+HCO2,774.62535,728.61985,446.36345,391.32235,345.31685,263.23745
Cer_AP(t21:2/25:4)+HCO2,772.60965,726.60415,444.34775,389.30665,343.30115,263.23745
Cer_AP(t21:2/26:0)+HCO2,794.68795,748.68245,466.42605,411.38495,365.37945,263.23745
Cer_AP(t21:2/26:1)+HCO2,792.67235,746.66685,464.41045,409.36925,363.36385,263.23745
Cer_AP(t21:2/26:2)+HCO2,790.65665,744.65115,462.39475,407.35365,361.34815,263.23745
Cer_AP(t21:2/26:3)+HCO2,788.64095,742.63545,460.37905,405.33795,359.33245,263.23745
Cer_AP(t21:2/26:4)+HCO2,786.62535,740.61985,458.36345,403.32235,357.31685,263.23745
Cer_AP(t21:2/27:0)+HCO2,808.70355,762.69815,480.44165,425.40055,379.39505,263.23745
Cer_AP(t21:2/27:1)+HCO2,806.68795,760.68245,478.42605,423.38495,377.37945,263.23745
Cer_AP(t21:2/27:2)+HCO2,804.67235,758.66685,476.41045,421.36925,375.36385,263.23745
Cer_AP(t21:2/27:3)+HCO2,802.65665,756.65115,474.39475,419.35365,373.34815,263.23745
Cer_AP(t21:2/27:4)+HCO2,800.64095,754.63545,472.37905,417.33795,371.33245,263.23745
Cer_AP(t21:2/28:0)+HCO2,822.71925,776.71375,494.45735,439.41625,393.41075,263.23745
Cer_AP(t21:2/28:1)+HCO2,820.70355,774.69815,492.44165,437.40055,391.39505,263.23745
Cer_AP(t21:2/28:2)+HCO2,818.68795,772.68245,490.42605,435.38495,389.37945,263.23745
Cer_AP(t21:2/28:3)+HCO2,816.67235,770.66685,488.41045,433.36925,387.36385,263.23745
Cer_AP(t21:2/28:4)+HCO2,814.65665,768.65115,486.39475,431.35365,385.34815,263.23745
Cer_AP(t21:2/29:0)+HCO2,836.73485,790.72945,508.47295,453.43185,407.42635,263.23745
Cer_AP(t21:2/29:1)+HCO2,834.71925,788.71375,506.45735,451.41625,405.41075,263.23745
Cer_AP(t21:2/29:2)+HCO2,832.70355,786.69815,504.44165,449.40055,403.39505,263.23745
Cer_AP(t21:2/29:3)+HCO2,830.68795,784.68245,502.42605,447.38495,401.37945,263.23745
Cer_AP(t21:2/29:4)+HCO2,828.67235,782.66685,500.41045,445.36925,399.36385,263.23745
Cer_AP(t21:2/30:0)+HCO2,850.75055,804.74505,522.48865,467.44755,421.44205,263.23745
Cer_AP(t21:2/30:1)+HCO2,848.73485,802.72945,520.47295,465.43185,419.42635,263.23745
Cer_AP(t21:2/30:2)+HCO2,846.71925,800.71375,518.45735,463.41625,417.41075,263.23745
Cer_AP(t21:2/30:3)+HCO2,844.70355,798.69815,516.44175,461.40055,415.39505,263.23745
Cer_AP(t21:2/30:4)+HCO2,842.68795,796.68245,514.42605,459.38495,413.37945,263.23745
Cer_AP(t21:2/31:0)+HCO2,864.76615,818.76065,536.50425,481.46315,435.45775,263.23745
Cer_AP(t21:2/31:1)+HCO2,862.75055,816.74505,534.48865,479.44755,433.44205,263.23745
Cer_AP(t21:2/31:2)+HCO2,860.73485,814.72945,532.47295,477.43185,431.42635,263.23745
Cer_AP(t21:2/31:3)+HCO2,858.71925,812.71375,530.45735,475.41625,429.41075,263.23745
Cer_AP(t21:2/31:4)+HCO2,856.70355,810.69815,528.44175,473.40055,427.39505,263.23745
Cer_AP(t21:2/32:0)+HCO2,878.78185,832.77635,550.51995,495.47885,449.47335,263.23745
Cer_AP(t21:2/32:1)+HCO2,876.76615,830.76065,548.50425,493.46315,447.45775,263.23745
Cer_AP(t21:2/32:2)+HCO2,874.75055,828.74505,546.48865,491.44755,445.44205,263.23745
Cer_AP(t21:2/32:3)+HCO2,872.73485,826.72945,544.47295,489.43185,443.42635,263.23745
Cer_AP(t21:2/32:4)+HCO2,870.71925,824.71375,542.45735,487.41625,441.41075,263.23745
Cer_AP(t21:2/33:0)+HCO2,892.79745,846.79195,564.53555,509.49445,463.48895,263.23745
Cer_AP(t21:2/33:1)+HCO2,890.78185,844.77635,562.51995,507.47885,461.47335,263.23745
Cer_AP(t21:2/33:2)+HCO2,888.76615,842.76065,560.50425,505.46315,459.45775,263.23745
Cer_AP(t21:2/33:3)+HCO2,886.75055,840.74505,558.48865,503.44755,457.44205,263.23745
Cer_AP(t21:2/33:4)+HCO2,884.73485,838.72945,556.47295,501.43185,455.42635,263.23745
Cer_AP(t21:2/34:0)+HCO2,906.81315,860.80765,578.55125,523.51015,477.50465,263.23745
Cer_AP(t21:2/34:1)+HCO2,904.79745,858.79195,576.53555,521.49455,475.48895,263.23745
Cer_AP(t21:2/34:2)+HCO2,902.78185,856.77635,574.51995,519.47885,473.47335,263.23745
Cer_AP(t21:2/34:3)+HCO2,900.76615,854.76065,572.50425,517.46315,471.45775,263.23745
Cer_AP(t21:2/34:4)+HCO2,898.75055,852.74505,570.48865,515.44755,469.44205,263.23745
Cer_AP(t21:2/35:0)+HCO2,920.82875,874.82335,592.56685,537.52575,491.52025,263.23745
Cer_AP(t21:2/35:1)+HCO2,918.81315,872.80765,590.55125,535.51015,489.50465,263.23745
Cer_AP(t21:2/35:2)+HCO2,916.79745,870.79195,588.53555,533.49455,487.48895,263.23745
Cer_AP(t21:2/35:3)+HCO2,914.78185,868.77635,586.51995,531.47885,485.47335,263.23745
Cer_AP(t21:2/35:4)+HCO2,912.76615,866.76065,584.50425,529.46315,483.45775,263.23745
Cer_AP(t21:2/36:0)+HCO2,934.84445,888.83895,606.58255,551.54145,505.53595,263.23745
Cer_AP(t21:2/36:1)+HCO2,932.82875,886.82335,604.56685,549.52575,503.52025,263.23745
Cer_AP(t21:2/36:2)+HCO2,930.81315,884.80765,602.55125,547.51015,501.50465,263.23745
Cer_AP(t21:2/36:3)+HCO2,928.79745,882.79195,600.53555,545.49455,499.48895,263.23745
Cer_AP(t21:2/36:4)+HCO2,926.78185,880.77635,598.51995,543.47885,497.47335,263.23745
Cer_AP(t22:2/14:0)+HCO2,640.51585,594.51035,298.23825,243.19715,197.19165,277.25315
Cer_AP(t22:2/14:1)+HCO2,638.50015,592.49465,296.22255,241.18145,195.17595,277.25315
Cer_AP(t22:2/14:2)+HCO2,636.48445,590.47905,294.20695,239.16585,193.16035,277.25315
Cer_AP(t22:2/14:3)+HCO2,634.46885,588.46335,292.19125,237.15015,191.14465,277.25315
Cer_AP(t22:2/15:0)+HCO2,654.53145,608.52595,312.25385,257.21275,211.20725,277.25315
Cer_AP(t22:2/15:1)+HCO2,652.51585,606.51035,310.23825,255.19715,209.19165,277.25315
Cer_AP(t22:2/15:2)+HCO2,650.50015,604.49465,308.22255,253.18145,207.17595,277.25315
Cer_AP(t22:2/15:3)+HCO2,648.48445,602.47905,306.20695,251.16585,205.16035,277.25315
Cer_AP(t22:2/16:0)+HCO2,668.54705,622.54165,326.26955,271.22845,225.22295,277.25315
Cer_AP(t22:2/16:1)+HCO2,666.53145,620.52595,324.25385,269.21275,223.20725,277.25315
Cer_AP(t22:2/16:2)+HCO2,664.51585,618.51035,322.23825,267.19715,221.19165,277.25315
Cer_AP(t22:2/16:3)+HCO2,662.50015,616.49465,320.22255,265.18145,219.17595,277.25315
Cer_AP(t22:2/16:4)+HCO2,660.48445,614.47905,318.20695,263.16585,217.16035,277.25315
Cer_AP(t22:2/17:0)+HCO2,682.56275,636.55725,340.28515,285.24405,239.23855,277.25315
Cer_AP(t22:2/17:1)+HCO2,680.54705,634.54165,338.26955,283.22845,237.22295,277.25315
Cer_AP(t22:2/17:2)+HCO2,678.53145,632.52595,336.25385,281.21275,235.20725,277.25315
Cer_AP(t22:2/17:3)+HCO2,676.51585,630.51035,334.23825,279.19715,233.19165,277.25315
Cer_AP(t22:2/18:0)+HCO2,696.57835,650.57285,354.30085,299.25975,253.25425,277.25315
Cer_AP(t22:2/18:1)+HCO2,694.56275,648.55725,352.28515,297.24405,251.23855,277.25315
Cer_AP(t22:2/18:2)+HCO2,692.54705,646.54165,350.26955,295.22845,249.22295,277.25315
Cer_AP(t22:2/18:3)+HCO2,690.53145,644.52595,348.25385,293.21275,247.20725,277.25315
Cer_AP(t22:2/18:4)+HCO2,688.51585,642.51035,346.23825,291.19715,245.19165,277.25315
Cer_AP(t22:2/19:0)+HCO2,710.59405,664.58855,368.31645,313.27535,267.26985,277.25315
Cer_AP(t22:2/19:1)+HCO2,708.57835,662.57285,366.30085,311.25975,265.25425,277.25315
Cer_AP(t22:2/19:2)+HCO2,706.56275,660.55725,364.28515,309.24405,263.23855,277.25315
Cer_AP(t22:2/19:3)+HCO2,704.54705,658.54165,362.26955,307.22845,261.22295,277.25315
Cer_AP(t22:2/19:4)+HCO2,702.53145,656.52595,360.25385,305.21275,259.20725,277.25315
Cer_AP(t22:2/20:0)+HCO2,724.60965,678.60415,382.33215,327.29105,281.28555,277.25315
Cer_AP(t22:2/20:1)+HCO2,722.59405,676.58855,380.31645,325.27535,279.26985,277.25315
Cer_AP(t22:2/20:2)+HCO2,720.57835,674.57285,378.30085,323.25975,277.25425,277.25315
Cer_AP(t22:2/20:3)+HCO2,718.56275,672.55725,376.28515,321.24405,275.23855,277.25315
Cer_AP(t22:2/20:4)+HCO2,716.54705,670.54165,374.26955,319.22845,273.22295,277.25315
Cer_AP(t22:2/21:0)+HCO2,738.62535,692.61985,396.34775,341.30665,295.30115,277.25315
Cer_AP(t22:2/21:1)+HCO2,736.60965,690.60415,394.33215,339.29105,293.28555,277.25315
Cer_AP(t22:2/21:2)+HCO2,734.59405,688.58855,392.31645,337.27535,291.26985,277.25315
Cer_AP(t22:2/21:3)+HCO2,732.57835,686.57285,390.30085,335.25975,289.25425,277.25315
Cer_AP(t22:2/21:4)+HCO2,730.56275,684.55725,388.28515,333.24405,287.23855,277.25315
Cer_AP(t22:2/22:0)+HCO2,752.64095,706.63545,410.36345,355.32235,309.31685,277.25315
Cer_AP(t22:2/22:1)+HCO2,750.62535,704.61985,408.34775,353.30665,307.30115,277.25315
Cer_AP(t22:2/22:2)+HCO2,748.60965,702.60415,406.33215,351.29105,305.28555,277.25315
Cer_AP(t22:2/22:3)+HCO2,746.59405,700.58855,404.31645,349.27535,303.26985,277.25315
Cer_AP(t22:2/22:4)+HCO2,744.57835,698.57285,402.30085,347.25975,301.25425,277.25315
Cer_AP(t22:2/23:0)+HCO2,766.65665,720.65115,424.37905,369.33795,323.33245,277.25315
Cer_AP(t22:2/23:1)+HCO2,764.64095,718.63545,422.36345,367.32235,321.31685,277.25315
Cer_AP(t22:2/23:2)+HCO2,762.62535,716.61985,420.34775,365.30665,319.30115,277.25315
Cer_AP(t22:2/23:3)+HCO2,760.60965,714.60415,418.33215,363.29105,317.28555,277.25315
Cer_AP(t22:2/23:4)+HCO2,758.59405,712.58855,416.31645,361.27535,315.26985,277.25315
Cer_AP(t22:2/24:0)+HCO2,780.67235,734.66685,438.39475,383.35365,337.34815,277.25315
Cer_AP(t22:2/24:1)+HCO2,778.65665,732.65115,436.37905,381.33795,335.33245,277.25315
Cer_AP(t22:2/24:2)+HCO2,776.64095,730.63545,434.36345,379.32235,333.31685,277.25315
Cer_AP(t22:2/24:3)+HCO2,774.62535,728.61985,432.34775,377.30665,331.30115,277.25315
Cer_AP(t22:2/24:4)+HCO2,772.60965,726.60415,430.33215,375.29105,329.28555,277.25315
Cer_AP(t22:2/25:0)+HCO2,794.68795,748.68245,452.41045,397.36925,351.36385,277.25315
Cer_AP(t22:2/25:1)+HCO2,792.67235,746.66685,450.39475,395.35365,349.34815,277.25315
Cer_AP(t22:2/25:2)+HCO2,790.65665,744.65115,448.37905,393.33795,347.33245,277.25315
Cer_AP(t22:2/25:3)+HCO2,788.64095,742.63545,446.36345,391.32235,345.31685,277.25315
Cer_AP(t22:2/25:4)+HCO2,786.62535,740.61985,444.34775,389.30665,343.30115,277.25315
Cer_AP(t22:2/26:0)+HCO2,808.70355,762.69815,466.42605,411.38495,365.37945,277.25315
Cer_AP(t22:2/26:1)+HCO2,806.68795,760.68245,464.41045,409.36925,363.36385,277.25315
Cer_AP(t22:2/26:2)+HCO2,804.67235,758.66685,462.39475,407.35365,361.34815,277.25315
Cer_AP(t22:2/26:3)+HCO2,802.65665,756.65115,460.37905,405.33795,359.33245,277.25315
Cer_AP(t22:2/26:4)+HCO2,800.64095,754.63545,458.36345,403.32235,357.31685,277.25315
Cer_AP(t22:2/27:0)+HCO2,822.71925,776.71375,480.44165,425.40055,379.39505,277.25315
Cer_AP(t22:2/27:1)+HCO2,820.70355,774.69815,478.42605,423.38495,377.37945,277.25315
Cer_AP(t22:2/27:2)+HCO2,818.68795,772.68245,476.41045,421.36925,375.36385,277.25315
Cer_AP(t22:2/27:3)+HCO2,816.67235,770.66685,474.39475,419.35365,373.34815,277.25315
Cer_AP(t22:2/27:4)+HCO2,814.65665,768.65115,472.37905,417.33795,371.33245,277.25315
Cer_AP(t22:2/28:0)+HCO2,836.73485,790.72945,494.45735,439.41625,393.41075,277.25315
Cer_AP(t22:2/28:1)+HCO2,834.71925,788.71375,492.44165,437.40055,391.39505,277.25315
