Cer_BS,[M+HCO2]-,[M-H]-,[M-H2O-H]-,[Sph+C2H2O-H]-,[Sph+C-H]-,[Sph-H5NO-H]-,[Sph-C2H7NO-H]-
Cer_BS(d22:2/31:3)+HCO2,856.73995,810.73445,810.73445,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/31:4)+HCO2,854.72435,808.71885,808.71885,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/32:0)+HCO2,876.80255,830.79715,830.79715,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/32:1)+HCO2,874.78695,828.78145,828.78145,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/32:2)+HCO2,872.77125,826.76585,826.76585,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/32:3)+HCO2,870.75565,824.75015,824.75015,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/32:4)+HCO2,868.73995,822.73445,822.73445,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/33:0)+HCO2,890.81825,844.81275,844.81275,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/33:1)+HCO2,888.80255,842.79715,842.79715,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/33:2)+HCO2,886.78695,840.78145,840.78145,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/33:3)+HCO2,884.77125,838.76585,838.76585,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/33:4)+HCO2,882.75565,836.75015,836.75015,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/34:0)+HCO2,904.83385,858.82835,858.82835,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/34:1)+HCO2,902.81825,856.81275,856.81275,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/34:2)+HCO2,900.80255,854.79715,854.79715,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/34:3)+HCO2,898.78695,852.78145,852.78145,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/34:4)+HCO2,896.77125,850.76585,850.76585,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/35:0)+HCO2,918.84955,872.84405,872.84405,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/35:1)+HCO2,916.83385,870.82835,870.82835,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/35:2)+HCO2,914.81825,868.81275,868.81275,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/35:3)+HCO2,912.80255,866.79715,866.79715,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/35:4)+HCO2,910.78695,864.78145,864.78145,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/36:0)+HCO2,932.86515,886.85965,886.85965,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/36:1)+HCO2,930.84955,884.84405,884.84405,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/36:2)+HCO2,928.83385,882.82835,882.82835,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/36:3)+HCO2,926.81825,880.81275,880.81275,394.33325,362.30705,352.32265,291.26985
Cer_BS(d22:2/36:4)+HCO2,924.80255,878.79715,878.79715,394.33325,362.30705,352.32265,291.26985
Cer_BS(d16:1/14:0)+HCO2,542.44265,496.43715,478.42655,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/14:1)+HCO2,540.42695,494.42145,476.41095,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/14:2)+HCO2,538.41135,492.40585,474.39525,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/14:3)+HCO2,536.39565,490.39015,472.37965,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/15:0)+HCO2,556.45825,510.45275,492.44225,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/15:1)+HCO2,554.44265,508.43715,490.42655,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/15:2)+HCO2,552.42695,506.42145,488.41095,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/15:3)+HCO2,550.41135,504.40585,486.39525,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/16:0)+HCO2,570.47395,524.46845,506.45785,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/16:1)+HCO2,568.45825,522.45285,504.44225,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/16:2)+HCO2,566.44265,520.43715,502.42655,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/16:3)+HCO2,564.42695,518.42155,500.41095,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/16:4)+HCO2,562.41135,516.40585,498.39525,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/17:0)+HCO2,584.48955,538.48405,520.47355,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/17:1)+HCO2,582.47395,536.46845,518.45785,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/17:2)+HCO2,580.45825,534.45285,516.44225,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/17:3)+HCO2,578.44265,532.43715,514.42655,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/18:0)+HCO2,598.50515,552.49975,534.48915,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/18:1)+HCO2,596.48955,550.48405,532.47355,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/18:2)+HCO2,594.47395,548.46845,530.45785,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/18:3)+HCO2,592.45825,546.45285,528.44225,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/18:4)+HCO2,590.44265,544.43715,526.42655,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/19:0)+HCO2,612.52085,566.51535,548.50485,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/19:1)+HCO2,610.50515,564.49975,546.48915,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/19:2)+HCO2,608.48955,562.48405,544.47355,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/19:3)+HCO2,606.47395,560.46845,542.45785,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/19:4)+HCO2,604.45825,558.45285,540.44225,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/20:0)+HCO2,626.53645,580.53105,562.52045,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/20:1)+HCO2,624.52085,578.51535,560.50485,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/20:2)+HCO2,622.50515,576.49975,558.48915,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/20:3)+HCO2,620.48955,574.48405,556.47355,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/20:4)+HCO2,618.47395,572.46845,554.45785,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/21:0)+HCO2,640.55215,594.54665,576.53615,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/21:1)+HCO2,638.53645,592.53105,574.52045,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/21:2)+HCO2,636.52085,590.51535,572.50485,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/21:3)+HCO2,634.50515,588.49975,570.48915,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/21:4)+HCO2,632.48955,586.48405,568.47355,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/22:0)+HCO2,654.56785,608.56235,590.55175,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/22:1)+HCO2,652.55215,606.54665,588.53615,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/22:2)+HCO2,650.53645,604.53105,586.52045,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/22:3)+HCO2,648.52085,602.51535,584.50485,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/22:4)+HCO2,646.50515,600.49975,582.48915,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/23:0)+HCO2,668.58345,622.57805,604.56745,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/23:1)+HCO2,666.56785,620.56235,602.55175,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/23:2)+HCO2,664.55215,618.54665,600.53615,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/23:3)+HCO2,662.53645,616.53105,598.52045,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/23:4)+HCO2,660.52085,614.51535,596.50485,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/24:0)+HCO2,682.59915,636.59365,618.58305,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/24:1)+HCO2,680.58345,634.57805,616.56745,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/24:2)+HCO2,678.56785,632.56235,614.55175,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/24:3)+HCO2,676.55215,630.54665,612.53615,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/24:4)+HCO2,674.53645,628.53105,610.52045,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/25:0)+HCO2,696.61475,650.60935,632.59865,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/25:1)+HCO2,694.59915,648.59365,630.58305,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/25:2)+HCO2,692.58345,646.57805,628.56745,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/25:3)+HCO2,690.56785,644.56235,626.55175,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/25:4)+HCO2,688.55215,642.54665,624.53615,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/26:0)+HCO2,710.63045,664.62495,646.61435,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/26:1)+HCO2,708.61475,662.60935,644.59865,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/26:2)+HCO2,706.59915,660.59365,642.58305,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/26:3)+HCO2,704.58345,658.57805,640.56745,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/26:4)+HCO2,702.56785,656.56235,638.55175,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/27:0)+HCO2,724.64605,678.64055,660.63005,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/27:1)+HCO2,722.63045,676.62495,658.61435,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/27:2)+HCO2,720.61475,674.60935,656.59865,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/27:3)+HCO2,718.59915,672.59365,654.58305,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/27:4)+HCO2,716.58345,670.57805,652.56745,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/28:0)+HCO2,738.66165,692.65625,674.64565,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/28:1)+HCO2,736.64605,690.64055,672.63005,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/28:2)+HCO2,734.63045,688.62495,670.61435,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/28:3)+HCO2,732.61475,686.60935,668.59865,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/28:4)+HCO2,730.59915,684.59365,666.58305,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/29:0)+HCO2,752.67735,706.67185,688.66135,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/29:1)+HCO2,750.66165,704.65625,686.64565,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/29:2)+HCO2,748.64605,702.64055,684.63005,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/29:3)+HCO2,746.63045,700.62495,682.61435,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/29:4)+HCO2,744.61475,698.60935,680.59865,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/30:0)+HCO2,766.69295,720.68755,702.67695,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/30:1)+HCO2,764.67735,718.67185,700.66135,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/30:2)+HCO2,762.66165,716.65625,698.64565,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/30:3)+HCO2,760.64605,714.64055,696.63005,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/30:4)+HCO2,758.63045,712.62495,694.61435,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/31:0)+HCO2,780.70865,734.70315,716.69265,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/31:1)+HCO2,778.69295,732.68755,714.67695,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/31:2)+HCO2,776.67735,730.67185,712.66135,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/31:3)+HCO2,774.66165,728.65625,710.64565,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/31:4)+HCO2,772.64605,726.64055,708.63005,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/32:0)+HCO2,794.72435,748.71885,730.70825,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/32:1)+HCO2,792.70865,746.70315,728.69265,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/32:2)+HCO2,790.69295,744.68755,726.67695,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/32:3)+HCO2,788.67735,742.67185,724.66135,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/32:4)+HCO2,786.66165,740.65625,722.64565,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/33:0)+HCO2,808.73995,762.73445,744.72395,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/33:1)+HCO2,806.72435,760.71885,742.70825,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/33:2)+HCO2,804.70865,758.70315,740.69265,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/33:3)+HCO2,802.69295,756.68755,738.67695,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/33:4)+HCO2,800.67735,754.67185,736.66135,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/34:0)+HCO2,822.75565,776.75015,758.73955,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/34:1)+HCO2,820.73995,774.73445,756.72395,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/34:2)+HCO2,818.72435,772.71885,754.70825,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/34:3)+HCO2,816.70865,770.70315,752.69265,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/34:4)+HCO2,814.69295,768.68755,750.67695,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/35:0)+HCO2,836.77125,790.76585,772.75525,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/35:1)+HCO2,834.75565,788.75015,770.73955,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/35:2)+HCO2,832.73995,786.73445,768.72395,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/35:3)+HCO2,830.72435,784.71885,766.70825,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/35:4)+HCO2,828.70865,782.70315,764.69265,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/36:0)+HCO2,850.78695,804.78145,786.77085,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/36:1)+HCO2,848.77125,802.76585,784.75525,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/36:2)+HCO2,846.75565,800.75015,782.73955,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/36:3)+HCO2,844.73995,798.73445,780.72395,312.25495,282.24445,235.20725,209.19165
Cer_BS(d16:1/36:4)+HCO2,842.72435,796.71885,778.70825,312.25495,282.24445,235.20725,209.19165
Cer_BS(d17:1/14:0)+HCO2,556.45825,510.45275,492.44225,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/14:1)+HCO2,554.44265,508.43715,490.42655,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/14:2)+HCO2,552.42695,506.42145,488.41095,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/14:3)+HCO2,550.41135,504.40585,486.39525,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/15:0)+HCO2,570.47395,524.46845,506.45785,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/15:1)+HCO2,568.45825,522.45285,504.44225,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/15:2)+HCO2,566.44265,520.43715,502.42655,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/15:3)+HCO2,564.42695,518.42155,500.41095,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/16:0)+HCO2,584.48955,538.48405,520.47355,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/16:1)+HCO2,582.47395,536.46845,518.45785,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/16:2)+HCO2,580.45825,534.45285,516.44225,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/16:3)+HCO2,578.44265,532.43715,514.42655,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/16:4)+HCO2,576.42695,530.42155,512.41095,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/17:0)+HCO2,598.50515,552.49975,534.48915,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/17:1)+HCO2,596.48955,550.48405,532.47355,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/17:2)+HCO2,594.47395,548.46845,530.45785,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/17:3)+HCO2,592.45825,546.45285,528.44225,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/18:0)+HCO2,612.52085,566.51535,548.50485,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/18:1)+HCO2,610.50515,564.49975,546.48915,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/18:2)+HCO2,608.48955,562.48405,544.47355,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/18:3)+HCO2,606.47395,560.46845,542.45785,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/18:4)+HCO2,604.45825,558.45285,540.44225,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/19:0)+HCO2,626.53645,580.53105,562.52045,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/19:1)+HCO2,624.52085,578.51535,560.50485,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/19:2)+HCO2,622.50515,576.49975,558.48915,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/19:3)+HCO2,620.48955,574.48405,556.47355,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/19:4)+HCO2,618.47395,572.46845,554.45785,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/20:0)+HCO2,640.55215,594.54665,576.53615,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/20:1)+HCO2,638.53645,592.53105,574.52045,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/20:2)+HCO2,636.52085,590.51535,572.50485,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/20:3)+HCO2,634.50515,588.49975,570.48915,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/20:4)+HCO2,632.48955,586.48405,568.47355,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/21:0)+HCO2,654.56785,608.56235,590.55175,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/21:1)+HCO2,652.55215,606.54665,588.53615,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/21:2)+HCO2,650.53645,604.53105,586.52045,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/21:3)+HCO2,648.52085,602.51535,584.50485,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/21:4)+HCO2,646.50515,600.49975,582.48915,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/22:0)+HCO2,668.58345,622.57805,604.56745,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/22:1)+HCO2,666.56785,620.56235,602.55175,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/22:2)+HCO2,664.55215,618.54665,600.53615,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/22:3)+HCO2,662.53645,616.53105,598.52045,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/22:4)+HCO2,660.52085,614.51535,596.50485,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/23:0)+HCO2,682.59915,636.59365,618.58305,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/23:1)+HCO2,680.58345,634.57805,616.56745,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/23:2)+HCO2,678.56785,632.56235,614.55175,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/23:3)+HCO2,676.55215,630.54665,612.53615,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/23:4)+HCO2,674.53645,628.53105,610.52045,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/24:0)+HCO2,696.61475,650.60935,632.59865,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/24:1)+HCO2,694.59915,648.59365,630.58305,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/24:2)+HCO2,692.58345,646.57805,628.56745,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/24:3)+HCO2,690.56785,644.56235,626.55175,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/24:4)+HCO2,688.55215,642.54665,624.53615,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/25:0)+HCO2,710.63045,664.62495,646.61435,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/25:1)+HCO2,708.61475,662.60935,644.59865,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/25:2)+HCO2,706.59915,660.59365,642.58305,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/25:3)+HCO2,704.58345,658.57805,640.56745,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/25:4)+HCO2,702.56785,656.56235,638.55175,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/26:0)+HCO2,724.64605,678.64055,660.63005,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/26:1)+HCO2,722.63045,676.62495,658.61435,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/26:2)+HCO2,720.61475,674.60935,656.59865,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/26:3)+HCO2,718.59915,672.59365,654.58305,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/26:4)+HCO2,716.58345,670.57805,652.56745,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/27:0)+HCO2,738.66165,692.65625,674.64565,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/27:1)+HCO2,736.64605,690.64055,672.63005,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/27:2)+HCO2,734.63045,688.62495,670.61435,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/27:3)+HCO2,732.61475,686.60935,668.59865,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/27:4)+HCO2,730.59915,684.59365,666.58305,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/28:0)+HCO2,752.67735,706.67185,688.66135,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/28:1)+HCO2,750.66165,704.65625,686.64565,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/28:2)+HCO2,748.64605,702.64055,684.63005,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/28:3)+HCO2,746.63045,700.62495,682.61435,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/28:4)+HCO2,744.61475,698.60935,680.59865,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/29:0)+HCO2,766.69295,720.68755,702.67695,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/29:1)+HCO2,764.67735,718.67185,700.66135,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/29:2)+HCO2,762.66165,716.65625,698.64565,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/29:3)+HCO2,760.64605,714.64055,696.63005,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/29:4)+HCO2,758.63045,712.62495,694.61435,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/30:0)+HCO2,780.70865,734.70315,716.69265,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/30:1)+HCO2,778.69295,732.68755,714.67695,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/30:2)+HCO2,776.67735,730.67185,712.66135,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/30:3)+HCO2,774.66165,728.65625,710.64565,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/30:4)+HCO2,772.64605,726.64055,708.63005,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/31:0)+HCO2,794.72435,748.71885,730.70825,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/31:1)+HCO2,792.70865,746.70315,728.69265,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/31:2)+HCO2,790.69295,744.68755,726.67695,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/31:3)+HCO2,788.67735,742.67185,724.66135,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/31:4)+HCO2,786.66165,740.65625,722.64565,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/32:0)+HCO2,808.73995,762.73445,744.72395,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/32:1)+HCO2,806.72435,760.71885,742.70825,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/32:2)+HCO2,804.70865,758.70315,740.69265,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/32:3)+HCO2,802.69295,756.68755,738.67695,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/32:4)+HCO2,800.67735,754.67185,736.66135,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/33:0)+HCO2,822.75565,776.75015,758.73955,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/33:1)+HCO2,820.73995,774.73445,756.72395,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/33:2)+HCO2,818.72435,772.71885,754.70825,326.27065,296.26005,249.22295,223.20725
Cer_BS(d17:1/33:3)+HCO2,816.70865,770.70315,752.69265,326.27065,296.26005,249.22295,223.20725
